technician_id,hospital_id,assigned_hospital_id,name,qualification,phone_number,email_address
6258,252,27,Bethany Burnett,Toxicology Technician,438-726-9295,bethany.burnett@healthcare.com
6259,,,Terry Gardner,Pathology Assistant,450-404-5347,terry.gardner@labservices.ca
6260,,,Monica Turner,Clinical Research Technician,514-531-6170,monica.turner@medcenter.ca
6261,,,Jody Diaz,Tissue Typing Specialist,438-671-2979,jody.diaz@hospital.ca
6262,72,6,Patricia Martin,Blood Bank Specialist,418-747-3086,patricia.martin@hospital.ca
6263,162,39,Christina Pineda,Diagnostic Technician,418-318-6795,christina.pineda@labservices.ca
6264,124,,Rebecca Martinez,Laboratory Supervisor,450-939-5312,rebecca.martinez@healthcare.com
6265,40,,Jessica Davis,Tissue Typing Specialist,450-981-0292,jessica.davis@medcenter.ca
6266,273,295,William Lucas,Laboratory Supervisor,514-304-1170,william.lucas@medcenter.ca
6267,175,30,Laura Smith,Tissue Typing Specialist,438-012-0303,laura.smith@labservices.ca
6268,76,146,Walter Sandoval MD,Diagnostic Technician,418-560-8954,walter.sandoval.md@medcenter.ca
6269,86,,Alicia Farmer,Hematology Technician,514-548-5503,alicia.farmer@medcenter.ca
6270,261,288,Matthew Martinez,Quality Control Analyst,438-874-2136,matthew.martinez@labservices.ca
6271,58,,Patricia Campos,Hematology Technician,418-753-2134,patricia.campos@medcenter.ca
6272,,,Michael Russell,Clinical Biochemist,418-921-9722,michael.russell@hospital.ca
6273,221,,Bryan Harris,Medical Laboratory Assistant,418-640-5337,bryan.harris@labservices.ca
6274,63,,Catherine Jones,Biomedical Scientist,438-061-2722,catherine.jones@labservices.ca
6275,242,,Glenda Hawkins,Hematology Technician,418-361-8963,glenda.hawkins@healthcare.com
6276,88,33,Ms. Rebecca Allen,Immunology Technician,450-158-7018,ms.rebecca.allen@labservices.ca
6277,178,,Jeffrey Morgan,Biomedical Scientist,438-183-9064,jeffrey.morgan@hospital.ca
6278,195,,Calvin Keller,Certified Phlebotomist,514-390-2977,calvin.keller@medcenter.ca
6279,12,11,Lisa Williams,Pathology Assistant,418-490-1493,lisa.williams@healthcare.com
6280,240,,Lisa Davenport,Diagnostic Technician,418-105-1621,lisa.davenport@healthcare.com
6281,202,,Brad Moreno,Hematology Technician,450-594-7569,brad.moreno@medcenter.ca
6282,63,,Alyssa Hill,Clinical Biochemist,438-587-8662,alyssa.hill@medcenter.ca
6283,260,,Molly Harris,Pathology Assistant,418-832-8203,molly.harris@healthcare.com
6284,,,Misty Dunn,Medical Lab Technician,438-455-9282,misty.dunn@medcenter.ca
6285,24,,Reginald Payne,Certified Phlebotomist,418-966-9141,reginald.payne@hospital.ca
6286,125,,Allison Ramsey,Certified Phlebotomist,438-394-1099,allison.ramsey@medcenter.ca
6287,96,,Melissa Simmons,Laboratory Supervisor,514-833-1234,melissa.simmons@medcenter.ca
6288,248,,Dr. Ruth Collins,Certified Phlebotomist,438-702-2641,dr.ruth.collins@labservices.ca
6289,278,,Lynn Thompson,Clinical Biochemist,438-977-1759,lynn.thompson@labservices.ca
6290,,,Scott Clark,Certified Phlebotomist,450-042-9273,scott.clark@hospital.ca
6291,130,,Jill Brown,Quality Control Analyst,438-036-2891,jill.brown@healthcare.com
6292,226,183,Joshua Williams,Clinical Research Technician,438-770-6798,joshua.williams@hospital.ca
6293,64,,Jacqueline Barajas,Diagnostic Technician,514-048-7087,jacqueline.barajas@hospital.ca
6294,,,Michael Mcdonald,Medical Laboratory Assistant,438-090-0057,michael.mcdonald@medcenter.ca
6295,288,,Allison Lee,Toxicology Technician,450-213-1280,allison.lee@hospital.ca
6296,9,,Roger Hodge,Certified Phlebotomist,418-918-4287,roger.hodge@hospital.ca
6297,160,97,Kathy Moore,Laboratory Supervisor,418-605-6871,kathy.moore@hospital.ca
6298,63,,Wanda Harrison,Blood Transfusion Officer,514-542-1544,wanda.harrison@medcenter.ca
6299,60,,Kimberly Santos,Biomedical Scientist,514-256-6000,kimberly.santos@labservices.ca
6300,47,,Brian Anderson,Clinical Trials Coordinator,438-100-9766,brian.anderson@labservices.ca
6301,232,59,Jenna Richardson,Medical Laboratory Assistant,514-185-1132,jenna.richardson@labservices.ca
6302,46,,Andrew Mendez,Clinical Laboratory Technologist,514-601-4347,andrew.mendez@healthcare.com
6303,,,James Martin,Tissue Typing Specialist,514-528-3316,james.martin@hospital.ca
6304,160,58,Patricia Rodriguez,Pathology Assistant,438-984-7558,patricia.rodriguez@medcenter.ca
6305,170,,Christine Savage,Toxicology Technician,450-028-0134,christine.savage@healthcare.com
6306,10,25,Tracy Castro,Clinical Laboratory Technologist,438-763-3858,tracy.castro@labservices.ca
6307,264,119,Stuart Camacho,Clinical Laboratory Technologist,438-368-0952,stuart.camacho@labservices.ca
6308,42,40,Christopher Hawkins,Blood Transfusion Officer,450-601-7015,christopher.hawkins@hospital.ca
6309,169,,Jennifer Glass,Toxicology Technician,438-247-3014,jennifer.glass@labservices.ca
6310,127,,Melissa Chapman,Certified Phlebotomist,418-524-1855,melissa.chapman@labservices.ca
6311,262,261,Nicholas Owens,Diagnostic Technician,514-039-9724,nicholas.owens@healthcare.com
6312,291,,Amy Nelson,Tissue Typing Specialist,450-855-8057,amy.nelson@labservices.ca
6313,203,,James Simpson,Serology Technician,418-179-8074,james.simpson@hospital.ca
6314,237,,Emily Nunez,Quality Control Analyst,514-732-7427,emily.nunez@hospital.ca
6315,,,Aaron Floyd,Medical Lab Technician,418-608-5366,aaron.floyd@medcenter.ca
6316,237,,Lindsay Nguyen,Medical Laboratory Assistant,438-330-8067,lindsay.nguyen@medcenter.ca
6317,76,177,Stephanie Owen,Medical Lab Technician,418-521-1608,stephanie.owen@hospital.ca
6318,60,66,Whitney Perez,Blood Transfusion Officer,438-984-2676,whitney.perez@hospital.ca
6319,166,253,Eric Allen,Laboratory Supervisor,514-311-7655,eric.allen@labservices.ca
6320,41,,Hunter Jackson,Hematology Technician,514-861-9102,hunter.jackson@labservices.ca
6321,12,,Cindy Mcdaniel,Clinical Biochemist,450-874-8857,cindy.mcdaniel@medcenter.ca
6322,245,273,Michael Caldwell,Clinical Research Technician,418-190-6609,michael.caldwell@healthcare.com
6323,195,241,Cynthia Randall,Medical Lab Technician,450-562-2611,cynthia.randall@medcenter.ca
6324,243,,Stephen Jacobs,Medical Lab Technician,450-264-0226,stephen.jacobs@labservices.ca
6325,209,,Julie Mendoza,Clinical Biochemist,418-790-8448,julie.mendoza@labservices.ca
6326,170,,Bonnie Clark,Laboratory Supervisor,514-101-7584,bonnie.clark@hospital.ca
6327,73,,Dr. Stephanie Dorsey MD,Clinical Research Technician,450-560-8939,dr.stephanie.dorsey.md@labservices.ca
6328,106,,James Stewart,Clinical Laboratory Technologist,514-361-1833,james.stewart@healthcare.com
6329,,,Angela Andrews,Tissue Typing Specialist,418-678-8535,angela.andrews@hospital.ca
6330,102,,Andrew Lopez,Certified Phlebotomist,418-200-4859,andrew.lopez@hospital.ca
6331,15,,Christopher Moore,Clinical Trials Coordinator,514-512-1736,christopher.moore@hospital.ca
6332,141,,Scott Banks,Blood Bank Specialist,418-966-2778,scott.banks@labservices.ca
6333,51,,Joseph Dean,Clinical Trials Coordinator,418-083-9560,joseph.dean@labservices.ca
6334,111,60,Ms. Veronica Forbes,Laboratory Supervisor,438-757-6060,ms.veronica.forbes@medcenter.ca
6335,194,278,Bruce Williams,Quality Control Analyst,450-428-7061,bruce.williams@hospital.ca
6336,139,,Oscar Stewart,Serology Technician,450-584-5401,oscar.stewart@healthcare.com
6337,156,293,John Fisher,Quality Control Analyst,450-054-9907,john.fisher@hospital.ca
6338,,211,David Phillips,Blood Transfusion Officer,514-841-9251,david.phillips@labservices.ca
6339,52,,Michele Webb,Blood Transfusion Officer,418-376-2597,michele.webb@labservices.ca
6340,281,,Carla Love,Tissue Typing Specialist,418-968-7452,carla.love@healthcare.com
6341,147,,Jennifer Vaughn,Certified Phlebotomist,438-590-2229,jennifer.vaughn@hospital.ca
6342,266,,Stacey Roberts,Pathology Assistant,418-258-0862,stacey.roberts@healthcare.com
6343,165,,Lucas Hill,Quality Control Analyst,450-830-6010,lucas.hill@labservices.ca
6344,114,,Joseph Reynolds,Blood Transfusion Officer,438-584-0656,joseph.reynolds@medcenter.ca
6345,162,,Kyle Miles,Hematology Technician,450-732-4359,kyle.miles@medcenter.ca
6346,61,175,Linda Horton,Medical Lab Technician,450-811-1269,linda.horton@labservices.ca
6347,125,,Adrienne Chaney,Medical Laboratory Assistant,418-917-9830,adrienne.chaney@hospital.ca
6348,167,,Terri Harris,Toxicology Technician,450-781-6130,terri.harris@labservices.ca
6349,,,Mrs. Jennifer Yoder,Immunology Technician,450-350-0028,mrs.jennifer.yoder@medcenter.ca
6350,142,,Tina Gonzalez,Clinical Laboratory Technologist,438-498-6696,tina.gonzalez@hospital.ca
6351,14,232,Sharon Carr,Quality Control Analyst,418-785-2298,sharon.carr@medcenter.ca
6352,277,154,Catherine Rivera,Blood Bank Specialist,514-428-8162,catherine.rivera@labservices.ca
6353,171,,Joseph Owens,Blood Bank Specialist,418-305-5880,joseph.owens@labservices.ca
6354,,108,Kenneth Choi,Immunology Technician,438-858-1029,kenneth.choi@medcenter.ca
6355,274,215,Johnny Johns,Blood Bank Specialist,438-199-0013,johnny.johns@healthcare.com
6356,203,,Daniel Smith,Toxicology Technician,438-000-2737,daniel.smith@medcenter.ca
6357,217,6,Susan Gonzalez,Medical Laboratory Assistant,438-505-3093,susan.gonzalez@medcenter.ca
6358,70,,Darren Olson,Clinical Research Technician,450-667-1078,darren.olson@labservices.ca
6359,39,148,Ronald Allen,Tissue Typing Specialist,418-965-1848,ronald.allen@labservices.ca
6360,43,,Bridget Powell,Pathology Assistant,438-277-2618,bridget.powell@hospital.ca
6361,,,Michael Crawford,Blood Transfusion Officer,450-813-9873,michael.crawford@healthcare.com
6362,35,13,Melanie Frank,Clinical Biochemist,514-130-9767,melanie.frank@hospital.ca
6363,299,130,Mr. Charles Kennedy,Toxicology Technician,438-607-8441,mr.charles.kennedy@healthcare.com
6364,140,169,Timothy Griffin,Serology Technician,514-331-3328,timothy.griffin@hospital.ca
6365,202,84,Barbara Brown,Pathology Assistant,418-014-3976,barbara.brown@hospital.ca
6366,243,,Hannah Phillips,Blood Bank Specialist,418-339-3182,hannah.phillips@medcenter.ca
6367,103,,Juan Davis,Clinical Research Technician,514-225-9339,juan.davis@healthcare.com
6368,223,65,Lisa Jones,Immunology Technician,418-330-3818,lisa.jones@healthcare.com
6369,238,,Katie Allen,Medical Laboratory Assistant,418-054-1009,katie.allen@labservices.ca
6370,214,,Kimberly Stanley,Clinical Laboratory Technologist,450-177-0672,kimberly.stanley@healthcare.com
6371,136,,John Cooper,Medical Lab Technician,514-429-8948,john.cooper@labservices.ca
6372,202,160,Edward Stein,Clinical Trials Coordinator,438-428-5551,edward.stein@hospital.ca
6373,2,,Kathy Barton,Certified Phlebotomist,438-117-6288,kathy.barton@medcenter.ca
6374,118,,Patricia Rowe,Immunology Technician,450-091-4174,patricia.rowe@healthcare.com
6375,232,134,Lorraine Flores,Blood Bank Specialist,438-666-9966,lorraine.flores@hospital.ca
6376,135,,Richard Prince,Immunology Technician,438-197-4567,richard.prince@labservices.ca
6377,93,,John Stein,Laboratory Supervisor,418-666-1451,john.stein@healthcare.com
6378,62,144,Eric Scott,Certified Phlebotomist,514-008-6361,eric.scott@hospital.ca
6379,99,,Adrian Smith,Hematology Technician,438-993-6601,adrian.smith@hospital.ca
6380,255,,Jose Robertson,Hematology Technician,438-695-5847,jose.robertson@labservices.ca
6381,273,,Joanna Johnson,Hematology Technician,438-224-5742,joanna.johnson@hospital.ca
6382,,161,Whitney Smith,Tissue Typing Specialist,450-564-2005,whitney.smith@healthcare.com
6383,,,Sarah Wolfe,Certified Phlebotomist,418-387-7685,sarah.wolfe@medcenter.ca
6384,113,,Miguel Nolan,Laboratory Supervisor,450-856-3859,miguel.nolan@medcenter.ca
6385,136,,Sierra Johnson,Laboratory Supervisor,514-053-7622,sierra.johnson@medcenter.ca
6386,102,,Andrew Goodwin,Tissue Typing Specialist,450-513-2279,andrew.goodwin@healthcare.com
6387,,169,Arthur Sampson,Blood Bank Specialist,450-449-0497,arthur.sampson@medcenter.ca
6388,137,,Mrs. Ashley Jimenez,Clinical Research Technician,438-333-1938,mrs.ashley.jimenez@hospital.ca
6389,181,,Ryan Meyer,Toxicology Technician,418-172-8903,ryan.meyer@hospital.ca
6390,,236,Theresa Gonzalez,Laboratory Supervisor,418-337-8528,theresa.gonzalez@healthcare.com
6391,181,,William Thornton Jr.,Laboratory Supervisor,418-626-0723,william.thornton.jr@labservices.ca
6392,294,,Debra Williamson,Medical Lab Technician,514-940-2654,debra.williamson@medcenter.ca
6393,,138,Jessica Lee MD,Clinical Laboratory Technologist,418-400-4662,jessica.lee.md@medcenter.ca
6394,278,209,Deanna Johnson,Immunology Technician,438-053-5168,deanna.johnson@labservices.ca
6395,,,Daniel Callahan,Clinical Trials Coordinator,450-638-5774,daniel.callahan@hospital.ca
6396,85,,Evelyn Jones,Blood Bank Specialist,450-900-3849,evelyn.jones@medcenter.ca
6397,189,161,Bill Wilson,Blood Transfusion Officer,514-710-7376,bill.wilson@labservices.ca
6398,35,,Ashley Stuart,Biomedical Scientist,438-892-8840,ashley.stuart@labservices.ca
6399,172,,Sandra Craig,Blood Transfusion Officer,514-573-8654,sandra.craig@medcenter.ca
6400,220,,Michael Gibson,Clinical Laboratory Technologist,418-700-2105,michael.gibson@healthcare.com
6401,172,,Daniel Melendez,Quality Control Analyst,514-626-4321,daniel.melendez@hospital.ca
6402,234,44,Michael Ward,Clinical Research Technician,438-403-4996,michael.ward@healthcare.com
6403,173,,Matthew Murray,Diagnostic Technician,418-864-3540,matthew.murray@hospital.ca
6404,283,,Nathan Smith,Laboratory Supervisor,438-160-1543,nathan.smith@hospital.ca
6405,92,,Monica Riggs,Clinical Research Technician,438-404-8199,monica.riggs@medcenter.ca
6406,177,,Rebecca Carlson,Blood Transfusion Officer,514-831-5436,rebecca.carlson@hospital.ca
6407,51,,Christopher Jenkins DVM,Toxicology Technician,418-538-0830,christopher.jenkins.dvm@hospital.ca
6408,10,58,Anthony Oneal,Certified Phlebotomist,514-741-5913,anthony.oneal@labservices.ca
6409,223,,Kristin Mccall,Certified Phlebotomist,514-234-8311,kristin.mccall@healthcare.com
6410,295,197,George Burns,Quality Control Analyst,438-006-5864,george.burns@hospital.ca
6411,245,,Linda Davis,Clinical Biochemist,514-534-4780,linda.davis@hospital.ca
6412,150,,Charles Brewer,Immunology Technician,418-154-1092,charles.brewer@medcenter.ca
6413,74,,Brandi Perez,Clinical Trials Coordinator,450-992-6196,brandi.perez@hospital.ca
6414,293,66,Jessica Huff,Certified Phlebotomist,450-200-1384,jessica.huff@healthcare.com
6415,134,4,Michael Gonzalez,Tissue Typing Specialist,438-400-1169,michael.gonzalez@medcenter.ca
6416,276,72,David Payne,Certified Phlebotomist,438-571-1996,david.payne@medcenter.ca
6417,246,21,Jacob Burgess,Blood Bank Specialist,438-904-9536,jacob.burgess@medcenter.ca
6418,289,,Kimberly Thomas,Serology Technician,438-945-0920,kimberly.thomas@medcenter.ca
6419,145,292,Christopher Clark,Immunology Technician,418-231-2097,christopher.clark@medcenter.ca
6420,74,,Amanda Harper,Tissue Typing Specialist,438-847-0565,amanda.harper@labservices.ca
6421,,111,Danielle Taylor,Blood Transfusion Officer,438-511-5932,danielle.taylor@healthcare.com
6422,154,270,Kimberly Johnson,Blood Transfusion Officer,450-904-2770,kimberly.johnson@medcenter.ca
6423,286,56,Thomas Cruz,Biomedical Scientist,514-895-2298,thomas.cruz@healthcare.com
6424,105,75,Mark Hamilton,Pathology Assistant,514-760-4626,mark.hamilton@healthcare.com
6425,99,268,Julie Rosales,Immunology Technician,450-291-8192,julie.rosales@healthcare.com
6426,293,,Ruth Bennett,Blood Transfusion Officer,450-355-4145,ruth.bennett@labservices.ca
6427,193,162,Margaret Gray,Diagnostic Technician,438-262-3912,margaret.gray@healthcare.com
6428,102,81,Gina Williamson,Blood Transfusion Officer,418-665-4959,gina.williamson@healthcare.com
6429,182,,Thomas Mckenzie,Laboratory Supervisor,438-406-7224,thomas.mckenzie@hospital.ca
6430,62,,Kevin Cobb,Hematology Technician,514-246-5830,kevin.cobb@healthcare.com
6431,41,,Jeremy Jimenez,Laboratory Supervisor,514-142-4735,jeremy.jimenez@hospital.ca
6432,278,,Thomas Ryan,Clinical Laboratory Technologist,438-944-1013,thomas.ryan@medcenter.ca
6433,262,146,Robert Pruitt,Medical Lab Technician,418-977-2145,robert.pruitt@labservices.ca
6434,167,,Mark Bailey,Tissue Typing Specialist,438-795-4037,mark.bailey@hospital.ca
6435,,,Kylie Riley,Quality Control Analyst,514-538-8674,kylie.riley@medcenter.ca
6436,181,161,Briana Jenkins,Hematology Technician,514-919-0276,briana.jenkins@labservices.ca
6437,,,Tyler Rodriguez,Medical Lab Technician,514-735-8832,tyler.rodriguez@medcenter.ca
6438,299,,Lisa Elliott,Serology Technician,438-682-3546,lisa.elliott@medcenter.ca
6439,,87,Joel Mcdaniel,Quality Control Analyst,450-968-3389,joel.mcdaniel@medcenter.ca
6440,62,,Lindsey Adams,Hematology Technician,514-397-9148,lindsey.adams@labservices.ca
6441,128,,Marie Arellano,Biomedical Scientist,450-905-0050,marie.arellano@labservices.ca
6442,62,,Alyssa Williams,Biomedical Scientist,418-913-6512,alyssa.williams@medcenter.ca
6443,58,87,Stacy Ballard,Blood Transfusion Officer,438-818-4010,stacy.ballard@hospital.ca
6444,55,147,Leslie Johnston,Serology Technician,418-890-2860,leslie.johnston@labservices.ca
6445,146,,Latoya Bautista,Toxicology Technician,438-844-6797,latoya.bautista@labservices.ca
6446,,,Penny Mendoza,Immunology Technician,418-345-8384,penny.mendoza@labservices.ca
6447,15,,Ernest Greene,Diagnostic Technician,514-618-8871,ernest.greene@hospital.ca
6448,50,278,Christopher Wagner,Medical Laboratory Assistant,450-796-1645,christopher.wagner@medcenter.ca
6449,214,78,Taylor Hawkins,Medical Laboratory Assistant,514-108-4463,taylor.hawkins@labservices.ca
6450,292,248,Daniel Dean,Toxicology Technician,418-353-8807,daniel.dean@labservices.ca
6451,7,259,Erica Hernandez,Biomedical Scientist,438-224-0005,erica.hernandez@labservices.ca
6452,,139,Kristen Chase,Serology Technician,418-742-6582,kristen.chase@medcenter.ca
6453,97,19,Amanda Doyle,Clinical Research Technician,438-841-2475,amanda.doyle@medcenter.ca
6454,78,74,Madison Carter,Laboratory Supervisor,438-180-6555,madison.carter@medcenter.ca
6455,276,25,Alex Herrera,Blood Transfusion Officer,450-994-8342,alex.herrera@hospital.ca
6456,253,,Alexander Kirby,Clinical Research Technician,438-284-1745,alexander.kirby@labservices.ca
6457,,,Desiree Kent,Pathology Assistant,418-758-9776,desiree.kent@healthcare.com
6458,36,,Megan Mccoy,Blood Bank Specialist,418-099-7152,megan.mccoy@healthcare.com
6459,223,292,Trevor Pratt,Diagnostic Technician,514-847-7807,trevor.pratt@labservices.ca
6460,122,,Zachary Kelley,Quality Control Analyst,438-032-8319,zachary.kelley@hospital.ca
6461,88,,Misty Bennett,Hematology Technician,450-027-1912,misty.bennett@labservices.ca
6462,220,88,Kimberly Elliott,Pathology Assistant,438-279-6931,kimberly.elliott@hospital.ca
6463,290,,Sandra Vaughn,Blood Bank Specialist,450-057-6846,sandra.vaughn@healthcare.com
6464,214,,Erica Sloan,Blood Transfusion Officer,418-781-8311,erica.sloan@hospital.ca
6465,,52,Tammy Elliott,Serology Technician,418-954-9611,tammy.elliott@hospital.ca
6466,173,143,Cole Jones,Medical Lab Technician,450-137-5163,cole.jones@medcenter.ca
6467,104,,Paul Fritz,Diagnostic Technician,450-272-9450,paul.fritz@medcenter.ca
6468,147,108,Brandon Franco,Medical Lab Technician,450-955-6473,brandon.franco@labservices.ca
6469,209,,Terrance Scott,Clinical Laboratory Technologist,514-469-4265,terrance.scott@hospital.ca
6470,,,Diane Johnson,Clinical Laboratory Technologist,438-316-1693,diane.johnson@labservices.ca
6471,230,6,Parker Barron,Blood Bank Specialist,418-180-0076,parker.barron@healthcare.com
6472,298,,Frank Macias,Diagnostic Technician,418-325-4073,frank.macias@hospital.ca
6473,,256,Jared Martin,Blood Transfusion Officer,514-482-7853,jared.martin@medcenter.ca
6474,57,,Wayne Roberts,Quality Control Analyst,450-473-9497,wayne.roberts@labservices.ca
6475,1,,Dean Hooper,Diagnostic Technician,450-175-7248,dean.hooper@medcenter.ca
6476,249,,Melissa Day,Diagnostic Technician,438-394-7033,melissa.day@labservices.ca
6477,294,,Mathew Mora,Hematology Technician,418-257-2910,mathew.mora@hospital.ca
6478,148,,April Clark,Quality Control Analyst,438-264-4209,april.clark@hospital.ca
6479,24,,David Hodge,Tissue Typing Specialist,418-340-0770,david.hodge@hospital.ca
6480,,201,James Young,Blood Bank Specialist,438-933-6346,james.young@medcenter.ca
6481,71,,Travis Sanford,Toxicology Technician,514-661-3672,travis.sanford@healthcare.com
6482,170,,Arthur Sexton,Toxicology Technician,450-892-2005,arthur.sexton@labservices.ca
6483,37,97,Angel Reid,Clinical Trials Coordinator,438-264-7523,angel.reid@labservices.ca
6484,161,,Keith Hall,Laboratory Supervisor,450-477-6042,keith.hall@medcenter.ca
6485,135,,Tabitha Shaw MD,Medical Laboratory Assistant,418-625-4829,tabitha.shaw.md@medcenter.ca
6486,32,,Tina Johnson,Laboratory Supervisor,514-544-3085,tina.johnson@hospital.ca
6487,211,46,Erik Conley,Medical Laboratory Assistant,450-018-3705,erik.conley@hospital.ca
6488,204,,Samuel Flores,Serology Technician,418-902-1314,samuel.flores@labservices.ca
6489,220,45,Jesse Griffith,Immunology Technician,418-662-9619,jesse.griffith@healthcare.com
6490,,80,Chad Morgan,Toxicology Technician,514-856-9429,chad.morgan@healthcare.com
6491,115,,David Fisher,Immunology Technician,514-394-4277,david.fisher@hospital.ca
6492,199,,Stacey Brown,Certified Phlebotomist,450-629-7488,stacey.brown@healthcare.com
6493,3,248,Scott Campbell,Clinical Laboratory Technologist,450-234-4099,scott.campbell@healthcare.com
6494,66,,Megan Daniels,Immunology Technician,418-713-1847,megan.daniels@labservices.ca
6495,19,,David Whitehead,Clinical Laboratory Technologist,418-997-4070,david.whitehead@hospital.ca
6496,19,275,Tyler Williams,Certified Phlebotomist,514-614-9464,tyler.williams@medcenter.ca
6497,61,260,Samantha Morgan,Diagnostic Technician,418-698-2639,samantha.morgan@labservices.ca
6498,106,,Larry Marquez,Quality Control Analyst,418-301-4393,larry.marquez@medcenter.ca
6499,106,,Joseph Austin,Diagnostic Technician,514-906-6916,joseph.austin@healthcare.com
6500,42,,Connie Garrett,Immunology Technician,438-599-9098,connie.garrett@labservices.ca
6501,171,,Evan Cameron,Hematology Technician,418-426-3528,evan.cameron@labservices.ca
6502,118,163,Cory Davis,Quality Control Analyst,450-774-8781,cory.davis@medcenter.ca
6503,52,,Miss Rebecca Diaz,Clinical Laboratory Technologist,450-113-4450,miss.rebecca.diaz@healthcare.com
6504,297,285,Timothy Powers,Toxicology Technician,418-869-9820,timothy.powers@labservices.ca
6505,89,,Monica Black,Serology Technician,450-336-5589,monica.black@hospital.ca
6506,108,165,Amy Peterson,Quality Control Analyst,514-660-6859,amy.peterson@medcenter.ca
6507,85,,Hannah White,Biomedical Scientist,418-058-0554,hannah.white@hospital.ca
6508,28,,Amanda Williams,Toxicology Technician,418-442-5994,amanda.williams@hospital.ca
6509,,297,Michael Taylor,Blood Transfusion Officer,418-877-8477,michael.taylor@healthcare.com
6510,83,,Michael Snyder,Tissue Typing Specialist,450-561-4697,michael.snyder@medcenter.ca
6511,71,,Patrick Burke,Immunology Technician,514-702-2350,patrick.burke@labservices.ca
6512,26,,Michael Russo,Medical Laboratory Assistant,514-351-3862,michael.russo@labservices.ca
6513,7,,Victoria Owens,Diagnostic Technician,418-550-5582,victoria.owens@hospital.ca
6514,,,Geoffrey Calderon,Certified Phlebotomist,418-767-8678,geoffrey.calderon@healthcare.com
6515,67,,Shannon Wright,Certified Phlebotomist,450-902-1510,shannon.wright@hospital.ca
6516,274,177,Henry Lawson,Clinical Research Technician,450-567-7594,henry.lawson@hospital.ca
6517,291,146,Heidi Franco,Certified Phlebotomist,418-456-8119,heidi.franco@medcenter.ca
6518,166,,Timothy Mills,Blood Transfusion Officer,438-171-4821,timothy.mills@hospital.ca
6519,250,,Richard Luna,Clinical Laboratory Technologist,450-491-3825,richard.luna@healthcare.com
6520,9,103,Jason Martinez,Serology Technician,450-778-0184,jason.martinez@medcenter.ca
6521,288,,Angela Hawkins MD,Clinical Trials Coordinator,514-278-5529,angela.hawkins.md@hospital.ca
6522,129,7,Jesse Duarte,Clinical Trials Coordinator,438-588-5521,jesse.duarte@hospital.ca
6523,136,,Matthew Parker,Clinical Laboratory Technologist,514-660-8592,matthew.parker@labservices.ca
6524,217,,Mary Griffith,Tissue Typing Specialist,514-208-6123,mary.griffith@labservices.ca
6525,242,,Sarah Mack,Clinical Research Technician,514-963-9462,sarah.mack@medcenter.ca
6526,76,26,Frances Thomas,Quality Control Analyst,450-493-1199,frances.thomas@medcenter.ca
6527,300,,Tracy Randolph,Tissue Typing Specialist,514-561-8773,tracy.randolph@medcenter.ca
6528,91,34,Samantha Oneill,Medical Lab Technician,450-732-9707,samantha.oneill@healthcare.com
6529,57,202,Robert Hall,Quality Control Analyst,450-259-8052,robert.hall@labservices.ca
6530,266,234,Brittany Ward,Pathology Assistant,450-635-6841,brittany.ward@medcenter.ca
6531,96,,William Silva,Biomedical Scientist,418-402-0311,william.silva@medcenter.ca
6532,,,Edward Boyer,Medical Laboratory Assistant,418-968-8187,edward.boyer@medcenter.ca
6533,234,42,Diana Gomez,Pathology Assistant,450-590-6499,diana.gomez@medcenter.ca
6534,156,,Glenn Carter,Serology Technician,514-853-2966,glenn.carter@healthcare.com
6535,265,,Megan Pace,Medical Laboratory Assistant,418-752-0948,megan.pace@labservices.ca
6536,62,,Shelia Bullock,Quality Control Analyst,438-269-4088,shelia.bullock@hospital.ca
6537,114,,Robert Stokes,Medical Laboratory Assistant,418-655-4766,robert.stokes@medcenter.ca
6538,33,210,Carl Payne,Tissue Typing Specialist,450-099-1141,carl.payne@healthcare.com
6539,118,183,Brian Bennett,Laboratory Supervisor,438-675-0377,brian.bennett@labservices.ca
6540,,,Matthew Hughes,Clinical Laboratory Technologist,438-696-3944,matthew.hughes@medcenter.ca
6541,43,,Dr. Latoya Jackson,Medical Laboratory Assistant,438-122-3477,dr.latoya.jackson@labservices.ca
6542,284,,Summer Soto,Tissue Typing Specialist,514-160-6460,summer.soto@hospital.ca
6543,215,,Carlos Dunn,Blood Transfusion Officer,450-456-7925,carlos.dunn@hospital.ca
6544,,,Gina Johnston,Certified Phlebotomist,438-498-1813,gina.johnston@medcenter.ca
6545,99,,Melissa Bell,Certified Phlebotomist,438-427-6945,melissa.bell@healthcare.com
6546,96,,Amy Fisher,Blood Transfusion Officer,450-464-6607,amy.fisher@healthcare.com
6547,37,152,Melinda Cardenas,Pathology Assistant,438-570-8941,melinda.cardenas@healthcare.com
6548,288,152,Daniel Johnston,Immunology Technician,450-295-2759,daniel.johnston@healthcare.com
6549,238,,Teresa Hogan,Blood Transfusion Officer,418-256-8496,teresa.hogan@medcenter.ca
6550,82,,Jonathan Williams,Blood Transfusion Officer,438-887-7111,jonathan.williams@hospital.ca
6551,269,,Lisa Garcia,Diagnostic Technician,514-826-5527,lisa.garcia@medcenter.ca
6552,234,,Adrienne Cantrell,Immunology Technician,438-221-7526,adrienne.cantrell@hospital.ca
6553,,,Raymond Davis,Certified Phlebotomist,450-243-1076,raymond.davis@labservices.ca
